Uniprot Accession;Description;Gene name;IBAQ Amount in Ref2824 , fmol/ug yeast protein;Abundance Ratio: (S1) / (Ref2824);Abundance Ratio: (S2) / (Ref2824);Abundance Ratio: (S3) / (Ref2824);Abundance Ratio: (S4) / (Ref2824);Abundance Ratio: (S5) / (Ref2824);Abundance Ratio: (S6) / (Ref2824);Sequence Coverage [%];Identified Peptides;PSMs;Identified Unique Peptides;MW [kDa]
Q06406;U6 snRNA-associated Sm-like protein LSm6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LSM6 PE=1 SV=2;LSM6;2,90E-01;2,088;2,311;2,395;2,993;2,872;2,689;50;3;3;3;9,4
P41813;Fork head protein homolog 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FKH2 PE=1 SV=1;FKH2;3,31E-02;3,556;3,171;4,472;4,885;4,004;4,832;4;3;3;2;94,3
P53154;Glycerol uptake protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GUP1 PE=1 SV=1;GUP1;1,02E-01;0,648;0,643;0,642;0,64;0,677;0,686;3;2;3;2;65,3
P40367;GPI ethanolamine phosphate transferase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LAS21 PE=1 SV=1;LAS21;3,15E-02;1,014;0,993;1,013;1,037;1,105;1,086;4;3;3;3;94,8
Q06504;N-terminal acetyltransferase B complex catalytic subunit NAT3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NAT3 PE=1 SV=2;NAT3;2,81E-01;2,735;2,587;2,848;2,785;2,771;2,745;18;3;3;3;22,9
Q12349;ATP synthase subunit H, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ATP14 PE=1 SV=1;ATP14;;1,419;1,358;1,442;1,35;1,661;1,635;31;2;3;2;14,1
P53540;Spindle pole body component SPC98 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SPC98 PE=1 SV=1;SPC98;1,35E-01;0,586;0,588;0,619;0,56;0,538;0,593;3;2;3;2;98,2
Q07350;Pre-mRNA-splicing factor PRP11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRP11 PE=1 SV=1;PRP11;1,80E-02;0,73;0,674;0,731;0,854;0,799;0,847;11;3;3;3;29,9
P30283;S-phase entry cyclin-5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CLB5 PE=1 SV=1;CLB5;5,63E-03;0,672;0,55;0,813;0,821;0,731;0,754;7;3;3;3;50,4
P38888;ER degradation-enhancing alpha-mannosidase-like protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MNL1 PE=1 SV=1;MNL1;2,63E-01;0,585;0,508;0,59;0,722;0,676;0,6;4;3;3;3;91,2
P38994;Probable phosphatidylinositol 4-phosphate 5-kinase MSS4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MSS4 PE=1 SV=2;MSS4;2,47E-02;0,617;0,579;0,687;0,651;0,66;0,677;3;2;3;2;89,3
P50623;SUMO-conjugating enzyme UBC9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UBC9 PE=1 SV=1;UBC9;1,73E-01;1,574;1,566;1,571;1,717;1,785;1,739;27;3;3;3;17,9
P47110;DNA polymerase delta subunit 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=POL32 PE=1 SV=1;POL32;;0,62;0,579;0,679;0,66;0,691;0,661;5;2;3;2;40,3
P25579;Laminarase-resistance protein LRE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LRE1 PE=1 SV=2;LRE1;;0,199;0,146;0,197;0,202;0,198;0,163;5;3;3;3;64,8
P32838;Serine/threonine-protein phosphatase PP2A-like PPG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PPG1 PE=1 SV=2;PPG1;;4,722;4,577;4,519;5,01;5,426;5,152;12;3;3;3;42,4
Q08491;Superkiller protein 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SKI7 PE=1 SV=1;SKI7;4,29E-02;0,857;0,926;0,865;0,985;1,065;1,05;3;3;3;3;84,7
P41930;Sulfite efflux pump SSU1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SSU1 PE=1 SV=5;SSU1;;0,625;0,615;0,58;0,756;0,785;0,763;5;3;3;3;52,5
P38238;tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRM7 PE=1 SV=1;TRM7;3,67E-02;0,756;0,761;0,73;0,782;0,834;0,842;7;3;3;3;34,7
P53769;Pre-mRNA-splicing factor CWC24 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CWC24 PE=1 SV=1;CWC24;;0,627;0,609;0,634;0,636;0,629;0,649;10;3;3;3;29,7
P53070;Mitochondrial translation optimization protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MTO1 PE=1 SV=2;MTO1;1,04E-01;0,616;0,586;0,55;0,591;0,59;0,587;5;3;3;3;74,2
Q12143;Kinetochore-associated protein NSL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NSL1 PE=1 SV=1;NSL1;7,47E-02;1,296;1,294;1,193;1,293;1,465;1,368;13;3;3;3;25,4
P25376;General amino acid permease AGP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AGP1 PE=1 SV=3;AGP1;6,34E-02;0,585;0,523;0,558;0,372;0,403;0,348;6;3;3;3;69,6
Q12527;Autophagy-related protein 11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ATG11 PE=1 SV=1;ATG11;1,82E-02;1,174;1,202;1,234;1,259;1,254;1,332;2;3;3;3;134,9
P25659;Silencing boundary-establishment protein FUB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FUB1 PE=1 SV=1;FUB1;;2,052;2,224;2,116;2,357;2,502;2,319;14;3;3;3;26,7
Q07800;Phosphatase PSR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PSR1 PE=1 SV=1;PSR1;2,39E-02;1,831;1,668;1,839;1,787;1,675;1,715;7;3;3;2;47,9
P53863;J protein JJJ1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=JJJ1 PE=1 SV=1;JJJ1;2,28E-02;1,082;1,077;1,116;1,256;1,221;1,246;5;3;3;3;68,7
P39552;Multicopy suppressor of SEC21 protein 28 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MST28 PE=1 SV=1;MST28;3,38E-02;1,83;1,835;1,926;2,038;1,893;1,802;12;3;3;3;27,1
P32361;Serine/threonine-protein kinase/endoribonuclease IRE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IRE1 PE=1 SV=2;IRE1;6,46E-03;0,695;0,657;0,754;0,624;0,653;0,677;3;3;3;3;126,9
P39014;F-box protein MET30 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MET30 PE=1 SV=1;MET30;;1,484;1,643;1,59;1,158;1,257;1,282;4;2;3;2;72,8
P0CE69;Putative uncharacterized protein YKR104W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YKR104W PE=5 SV=1;;;5,742;2,562;3,156;3,624;2,635;1,865;5;2;3;1;34,6
P38318;Uncharacterized membrane protein YBR220C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YBR220C PE=1 SV=1;;1,30E-01;0,413;0,435;0,426;0,431;0,432;0,454;3;2;3;2;63
P29056;Transcription factor IIIB 70 kDa subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BRF1 PE=1 SV=1;BRF1;1,92E-02;1,851;2,113;2,016;2,418;2,491;2,64;6;3;3;3;66,9
P15365;Allantoate permease OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DAL5 PE=1 SV=1;DAL5;1,16E+01;0,01;0,01;0,01;0,01;0,01;0,01;4;2;3;2;60,8
P38162;Mitochondrial intermembrane space cysteine motif-containing protein MIX23 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MIX23 PE=1 SV=1;MIX23;6,19E-01;0,466;0,461;0,487;0,49;0,466;0,498;15;3;3;3;23
P07261;Glycolytic genes transcriptional activator GCR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GCR1 PE=1 SV=2;GCR1;2,84E-02;0,908;0,873;0,878;0,797;0,9;0,948;4;3;3;3;87,7
P10863;Cold shock-induced protein TIR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TIR1 PE=1 SV=1;TIR1;;36,332;41,105;32,88;50,569;46,162;43,856;19;2;3;2;24,9
P35201;Protein MIF2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MIF2 PE=1 SV=1;MIF2;;2,174;1,897;2,344;2,779;2,62;2,8;5;3;3;3;62,4
P29703;Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RAM2 PE=1 SV=1;RAM2;1,46E-01;0,652;0,583;0,651;0,536;0,588;0,559;11;3;3;3;37,5
P53930;Protein AF-9 homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YAF9 PE=1 SV=1;YAF9;1,67E-01;1,893;1,608;2,29;2,398;2,133;2,623;14;3;3;3;26
P40352;DNA repair and recombination protein RAD26 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RAD26 PE=1 SV=1;RAD26;2,64E-02;0,608;0,604;0,687;0,632;0,707;0,731;2;3;3;3;124,5
P39923;Nitrogen permease regulator 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NPR2 PE=1 SV=2;NPR2;1,04E-01;0,291;0,315;0,299;0,285;0,314;0,294;5;3;3;3;69,8
P36078;Helper of Tim protein 13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HOT13 PE=1 SV=1;HOT13;;2,616;2,473;2,641;2,257;2,151;2,102;6;1;3;1;13,6
P40155;Peroxisomal membrane protein PEX17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEX17 PE=1 SV=1;PEX17;9,81E-02;0,504;0,463;0,471;0,492;0,488;0,479;18;3;3;3;23,2
Q12346;Uncharacterized membrane protein YPR071W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPR071W PE=1 SV=1;;3,07E-02;0,988;0,762;0,911;0,927;0,961;0,822;12;3;3;3;24,6
Q03441;Sporulation protein RMD1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RMD1 PE=1 SV=1;RMD1;7,49E-03;1,413;1,422;1,707;1,658;1,625;1,706;7;3;3;3;49,9
P39682;Pre-mRNA-processing factor 39 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRP39 PE=1 SV=1;PRP39;5,70E-02;0,42;0,414;0,461;0,452;0,441;0,494;5;3;3;3;74,7
P24521;Phosphomevalonate kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERG8 PE=1 SV=2;ERG8;1,27E-01;1,039;1,196;1,061;1,338;1,197;1,269;7;3;3;3;50,4
P38884;Altered inheritance of mitochondria protein 18, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AIM18 PE=1 SV=1;AIM18;4,65E-01;0,583;0,551;0,629;0,601;0,609;0,65;8;3;3;3;36,5
P35183;Protein AST1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AST1 PE=4 SV=2;AST1;2,05E-01;2,058;1,985;2,103;2,148;2,251;2,218;7;3;3;2;48,3
P39083;Rho-type GTPase-activating protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RGA1 PE=1 SV=1;RGA1;2,80E-02;0,901;0,911;0,954;1,02;1,057;1,069;3;3;3;3;112,8
P40074;Vacuolar amino acid transporter 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AVT6 PE=1 SV=1;AVT6;2,90E-01;0,624;0,56;0,623;0,451;0,507;0,443;6;2;3;2;48,8
Q12179;Uncharacterized protein YPL245W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPL245W PE=1 SV=1;;4,06E-02;0,734;0,783;0,766;0,838;0,947;0,89;7;3;3;3;52,2
P43572;Enhancer of polycomb-like protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=EPL1 PE=1 SV=1;EPL1;3,39E-03;;;;;;;4;2;3;2;96,7
P24482;DNA polymerase epsilon subunit B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DPB2 PE=1 SV=3;DPB2;1,36E-01;0,68;0,628;0,644;0,723;0,708;0,725;3;2;3;2;78,3
P38202;UPF0642 protein YBL028C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YBL028C PE=1 SV=1;;1,45E-02;0,609;0,587;0,838;1,119;0,958;1,064;21;3;3;3;12,4
P40317;Protein SOK1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SOK1 PE=1 SV=2;SOK1;2,29E-02;0,55;0,536;0,675;0,713;0,765;0,676;3;3;3;3;101
P40159;Uncharacterized protein YNL208W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YNL208W PE=1 SV=2;;9,78E-02;2,161;2,373;2,147;2,115;2,293;2,255;21;2;3;2;20,1
P25338;Uncharacterized endoplasmic reticulum membrane protein YGL010W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YGL010W PE=1 SV=2;;1,76E+01;0,681;0,669;0,654;0,793;0,777;0,81;14;3;3;3;20,2
Q12345;Ino eighty subunit 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IES3 PE=1 SV=1;IES3;4,50E-02;6,902;6,937;7,436;9,011;9,118;8,223;17;3;3;3;28,2
P40308;Lipase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TGL3 PE=1 SV=2;TGL3;5,34E-02;0,646;0,634;0,606;0,612;0,604;0,621;4;3;3;3;73,6
Q3E747;Uncharacterized protein YLR363W-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YLR363W-A PE=1 SV=1;;1,43E-01;0,779;0,849;0,83;1,308;1,297;1,225;21;2;3;2;9,7
P45976;Pre-mRNA polyadenylation factor FIP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FIP1 PE=1 SV=1;FIP1;;0,664;0,7;0,72;0,753;0,695;0,732;6;2;3;2;35,8
Q03214;Protein ECM5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ECM5 PE=1 SV=1;ECM5;4,50E-03;1,2;0,806;1,113;1,159;0,991;0,902;3;3;3;3;162,6
P38814;Protein SBE22 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SBE22 PE=1 SV=1;SBE22;2,48E-02;0,709;0,716;0,702;0,964;0,98;0,944;3;3;3;3;96,3
P07807;Dihydrofolate reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DFR1 PE=1 SV=2;DFR1;;1,56;1,298;1,337;1,352;1,46;1,367;12;3;3;3;24,2
Q03028;Mitochondrial 2-oxodicarboxylate carrier 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ODC1 PE=1 SV=1;ODC1;1,67E+00;0,103;0,118;0,115;0,112;0,113;0,116;9;3;3;3;34,2
P53974;Actin-regulating kinase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARK1 PE=1 SV=1;ARK1;4,91E-02;0,664;0,673;0,713;0,739;0,728;0,777;3;2;3;2;71,3
Q07951;Proteasome chaperone 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IRC25 PE=1 SV=1;IRC25;8,01E-02;1,866;1,802;1,861;1,493;1,499;1,584;11;2;3;2;20
P28742;Kinesin-like protein KIP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=KIP1 PE=1 SV=1;KIP1;3,51E-03;1,72;1,44;1,578;1,712;1,752;1,769;3;3;3;3;125,7
Q03148;Pyridoxal 5'-phosphate synthase subunit SNZ1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SNZ1 PE=1 SV=1;SNZ1;1,52E+00;0,454;0,438;0,512;0,188;0,189;0,222;7;3;3;3;31,8
P53146;Protein transport protein USE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=USE1 PE=1 SV=1;USE1;2,61E-03;2,602;2,62;2,348;3,22;2,853;2,613;17;3;3;3;28,1
P41815;Valine amino-acid permease OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BAP3 PE=1 SV=2;BAP3;3,03E-03;1,053;1,133;1,257;2,542;2,845;2,758;4;3;3;2;67,3
P12954;ATP-dependent DNA helicase SRS2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SRS2 PE=1 SV=2;SRS2;2,59E-02;3,517;3,506;3,896;4,517;4,347;4,18;2;2;3;2;134,2
P41733;GPI transamidase component GAB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GAB1 PE=1 SV=1;GAB1;2,01E-01;0,703;0,682;0,696;0,712;0,78;0,744;5;2;3;2;44,7
P38139;Lipid droplet hydrolase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LDH1 PE=1 SV=2;LDH1;7,86E-03;2,798;2,728;2,857;3,104;3,162;3,031;8;3;3;3;43,3
P40088;Plasma membrane iron permease OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FTR1 PE=1 SV=1;FTR1;6,80E-02;0,149;0,15;0,207;0,181;0,2;0,245;4;2;3;2;45,7
Q02804;ADP-ribosylation factor-like protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARL3 PE=1 SV=1;ARL3;2,53E-01;0,595;0,597;0,636;0,558;0,622;0,635;18;3;3;3;22,8
Q12515;Protein PAR32 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PAR32 PE=1 SV=1;PAR32;6,84E-02;0,217;0,241;0,245;0,277;0,281;0,269;11;3;3;3;31,9
P18852;Guanine nucleotide-binding protein subunit gamma OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=STE18 PE=1 SV=1;STE18;2,82E-02;2,994;3,357;3,366;4,251;3,715;3,461;23;2;3;2;12,6
Q12184;Adrenodoxin homolog, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YAH1 PE=1 SV=1;YAH1;8,38E-01;0,426;0,396;0,415;0,323;0,332;0,332;10;2;3;2;18,9
P36103;Uncharacterized protein YKL023W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YKL023W PE=1 SV=2;;;1,473;1,293;1,471;1,493;1,495;1,455;6;2;3;2;32,3
P22136;ATPase expression protein 2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AEP2 PE=1 SV=3;AEP2;5,13E-02;0,907;0,813;0,86;0,825;0,86;0,81;6;3;3;3;67,5
Q08649;Histone acetyltransferase ESA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ESA1 PE=1 SV=1;ESA1;6,03E-03;0,974;1,06;1,047;1,058;1,15;1,085;10;3;3;3;52,6
Q08746;Regulator of ribosome biosynthesis OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RRS1 PE=1 SV=1;RRS1;1,51E-01;0,623;0,672;0,636;0,833;0,762;0,824;21;2;3;2;22,9
Q12216;E3 SUMO-protein ligase SIZ2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NFI1 PE=1 SV=1;NFI1;1,21E-02;0,551;0,532;0,571;0,578;0,573;0,596;3;3;3;3;81,1
Q08968;UPF0061 protein FMP40 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FMP40 PE=1 SV=1;FMP40;5,47E-01;0,377;0,437;0,456;0,363;0,416;0,409;4;3;3;3;78,3
P53174;Pheromone-regulated membrane protein 8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRM8 PE=1 SV=1;PRM8;;100;100;100;100;100;100;17;3;3;2;27,2
P42839;Low affinity vacuolar monovalent cation/H(+) antiporter OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VNX1 PE=1 SV=1;VNX1;7,06E-03;0,799;0,67;0,817;0,807;0,772;0,677;3;2;3;2;102,4
P40454;Serine/threonine-protein phosphatase 2A activator 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RRD1 PE=1 SV=1;RRD1;4,85E-03;1,043;1,089;1,083;0,987;1,039;1,073;9;2;3;2;45,1
Q06108;Regulator of the glycerol channel 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RGC1 PE=1 SV=1;RGC1;7,34E-02;0,538;0,491;0,614;0,479;0,393;0,452;2;2;3;2;120,3
Q12317;GTPase-activating protein MSB4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MSB4 PE=1 SV=1;MSB4;;0,68;0,67;0,711;0,662;0,675;0,691;5;3;3;3;57,1
Q06090;54S ribosomal protein L51, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRPL51 PE=1 SV=1;MRPL51;6,67E-01;0,407;0,292;0,377;0,291;0,294;0,294;21;3;3;3;16,1
P40450;BNI1-related protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BNR1 PE=1 SV=1;BNR1;6,13E-03;0,979;0,996;1,042;1,096;1,172;1,128;2;2;3;2;156,8
P38064;54S ribosomal protein L16, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRPL16 PE=1 SV=1;MRPL16;2,93E-01;0,285;0,276;0,298;0,29;0,286;0,284;11;3;3;3;26,5
P22219;Serine/threonine-protein kinase VPS15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VPS15 PE=1 SV=4;VPS15;1,49E-02;0,559;0,576;0,608;0,641;0,636;0,657;2;3;3;3;166,3
P32828;E3 ubiquitin-protein ligase complex SLX5-SLX8 subunit SLX5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SLX5 PE=1 SV=1;SLX5;;1,602;1,167;1,22;1,851;1,287;1,235;3;2;3;2;71
P52490;Ubiquitin-conjugating enzyme E2 13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UBC13 PE=1 SV=1;UBC13;3,83E+00;0,896;0,871;0,862;0,722;0,751;0,762;24;3;3;3;17,5
P37293;Putative N-terminal acetyltransferase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NAT2 PE=1 SV=2;NAT2;3,72E-01;0,58;0,544;0,558;0,587;0,648;0,542;10;3;3;3;32,8
P38337;COMPASS component SHG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SHG1 PE=1 SV=1;SHG1;1,04E-01;1,43;1,433;1,434;1,594;1,639;1,626;31;3;3;3;16,4
Q3E7A3;Uncharacterized protein YJL133C-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YJL133C-A PE=1 SV=1;;2,95E-01;0,751;0,764;0,774;0,443;0,455;0,442;51;3;3;3;7,7
P53012;FIT family protein SCS3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SCS3 PE=1 SV=1;SCS3;8,93E-02;1,156;1,151;1,163;1,187;1,26;1,208;9;3;3;3;42,7
P53896;GPI mannosyltransferase 2 subunit PGA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PGA1 PE=1 SV=1;PGA1;1,01E-01;2,873;3,119;2,949;3,206;3,239;3,152;13;3;3;3;22,4
P39945;Protein AST2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AST2 PE=1 SV=1;AST2;4,12E-02;0,77;0,902;0,741;0,852;0,846;0,898;9;3;3;2;48,3
P43557;Protein FMP32, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FMP32 PE=1 SV=1;FMP32;2,72E-01;1,501;1,452;1,597;1,62;1,741;1,771;8;2;3;2;24
Q12465;Bud site selection protein RAX2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RAX2 PE=1 SV=1;RAX2;1,21E-01;0,591;0,63;0,632;0,575;0,603;0,606;3;3;3;3;133,9
P53917;Factor arrest protein 11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FAR11 PE=1 SV=1;FAR11;1,75E-02;0,661;0,696;0,719;0,658;0,795;0,779;3;3;3;3;109,7
Q12753;Transcriptional activator HAA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HAA1 PE=1 SV=1;HAA1;8,83E-03;5,734;5,318;5,536;6,28;7,228;6,058;4;2;3;2;76,6
P53277;Pre-mRNA-splicing factor SYF2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SYF2 PE=1 SV=1;SYF2;;1,222;1,249;1,302;1,267;1,5;1,315;15;3;3;3;24,8
Q12098;Structure-specific endonuclease subunit SLX4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SLX4 PE=1 SV=1;SLX4;;2,027;1,609;2,066;2,272;1,796;2,015;5;3;3;3;84,3
P53086;Kinesin-like protein KIP3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=KIP3 PE=1 SV=1;KIP3;1,16E-01;1,443;1,538;1,652;1,839;1,718;1,83;3;2;3;2;91
P53078;Suppressor of disruption of TFIIS OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SDT1 PE=1 SV=1;SDT1;9,66E-03;0,757;0,708;0,723;0,514;0,525;0,514;15;3;3;3;31,9
P53133;Uncharacterized protein YGL117W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YGL117W PE=1 SV=1;;1,16E-01;2,364;2,135;2,201;0,53;0,48;0,544;9;3;3;3;30,7
Q12046;Pre-mRNA-splicing factor CWC2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CWC2 PE=1 SV=1;CWC2;1,46E-03;1,315;1,352;1,401;1,568;1,557;1,504;9;3;3;3;38,4
Q12072;ISWI one complex protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IOC2 PE=1 SV=1;IOC2;6,81E-02;0,796;0,69;0,823;0,673;0,76;0,649;5;3;3;3;93,4
Q12328;Mitochondrial import inner membrane translocase subunit TIM22 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TIM22 PE=1 SV=1;TIM22;6,22E-02;2,991;3,003;3,253;3,227;3,291;3,256;19;3;3;3;21,9
P50102;Ubiquitin carboxyl-terminal hydrolase 8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UBP8 PE=1 SV=1;UBP8;4,41E-03;;;;;;;2;1;3;1;53,6
P35056;Peroxisomal targeting signal receptor OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEX5 PE=1 SV=1;PEX5;1,85E-02;0,788;0,985;0,776;0,878;0,835;0,822;4;3;3;3;69,3
P39944;Ubiquitin carboxyl-terminal hydrolase 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UBP5 PE=1 SV=1;UBP5;1,24E-02;0,946;1,153;1,046;1,197;1,254;1,245;5;3;3;3;92,2
