Accession;Description;Coverage_%;Peptides;PSMs;Unique_Peptides;MW_kDa;Rich_1;Rich_2;Rich_3;Min_1;Min_2;Min_3
P38218;ADP-ribose 1''-phosphate phosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=POA1 PE=1 SV=1;8;2;2;2;19,9;0,697;0,755;0,79;0,749;0,775;0,738
P53109;Probable metalloreductase AIM14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AIM14 PE=1 SV=1;2;1;2;1;65,8;0,882;0,8;1,044;0,84;0,774;0,706
Q12038;Lethal(2) giant larvae protein homolog SRO7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SRO7 PE=1 SV=1;2;2;2;2;114,4;0,894;0,915;0,84;1,15;1,372;1,471
P53152;Ubiquitin-conjugating enzyme variant MMS2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MMS2 PE=1 SV=1;21;2;2;2;15,5;0,759;0,768;0,632;0,683;0,936;1,402
P32580;ATP-dependent RNA helicase SUV3, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SUV3 PE=1 SV=2;3;2;2;2;84,3;0,803;0,783;0,581;0,673;0,576;0,409
P06701;Regulatory protein SIR3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SIR3 PE=1 SV=6;2;2;2;2;111,3;0,797;0,826;0,803;0,807;0,778;0,766
P32601;Protein DSS4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DSS4 PE=1 SV=2;13;2;2;2;16,1;0,838;0,961;0,71;0,891;0,991;1,025
Q3E7A3;Uncharacterized protein YJL133C-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YJL133C-A PE=1 SV=1;23;2;2;2;7,7;0,384;0,407;0,606;1,073;1,34;1,621
Q07349;MIOREX complex component 9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRX9 PE=1 SV=1;4;2;2;2;48,3;0,451;0,42;0,387;0,376;0,362;0,217
Q04223;Uncharacterized protein YMR130W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YMR130W PE=3 SV=1;11;2;2;2;35,3;0,618;0,564;0,252;0,543;0,372;0,196
P38615;Serine/threonine-protein kinase RIM11/MSD1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RIM11 PE=1 SV=1;7;2;2;1;43;1,576;1,875;0,983;1,661;1,229;0,486
Q07651;SUR7 family protein FMP45 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FMP45 PE=1 SV=1;7;2;2;2;34,1;0,925;0,904;0,72;1,218;0,93;0,35
P32604;Fructose-2,6-bisphosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FBP26 PE=1 SV=2;4;2;2;2;52,6;0,753;0,78;0,681;0,606;0,686;0,7
Q06704;Golgin IMH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IMH1 PE=1 SV=1;2;2;2;2;105,2;1,915;1,898;1,304;1,498;1,47;1,283
P22215;Uncharacterized transporter SLY41 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SLY41 PE=1 SV=2;5;2;2;2;50,9;1,47;1,544;1,259;1,382;1,309;0,878
P32828;E3 ubiquitin-protein ligase complex SLX5-SLX8 subunit SLX5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SLX5 PE=1 SV=1;3;2;2;2;71;1,266;1,285;0,966;1,264;1,043;0,907
Q12049;Protein THP3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=THP3 PE=1 SV=1;6;2;2;2;53,7;1,304;1,277;1,223;1,286;1,156;1,017
P25361;Uncharacterized protein YCR043C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YCR043C PE=1 SV=1;9;1;2;1;14,8;1,621;1,687;1,05;1,906;1,498;0,725
Q05778;Proteasome chaperone 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PBA1 PE=1 SV=2;8;2;2;2;30,7;1,628;1,583;1,455;1,522;1,794;2,138
P53968;Transcriptional regulator CRZ1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CRZ1 PE=1 SV=1;3;2;2;2;76,3;0,772;0,722;0,881;0,744;0,593;0,734
Q03508;Uncharacterized protein YMR265C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YMR265C PE=4 SV=1;3;2;2;2;54,1;0,613;0,614;0,357;0,583;0,463;0,314
Q04093;Putative lipase YDR444W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YDR444W PE=1 SV=1;4;2;2;2;78,1;1,455;1,546;1,55;1,417;1,616;1,74
P47136;Bud site selection protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BUD4 PE=1 SV=2;2;2;2;2;164,4;1,221;1,175;0,885;1,098;1,055;0,949
P23285;Peptidyl-prolyl cis-trans isomerase B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CPR2 PE=1 SV=1;8;2;2;2;22,8;1,963;1,822;2,418;1,519;1,747;2,25
P53155;Uncharacterized protein YGL082W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YGL082W PE=1 SV=1;8;2;2;2;43,3;0,529;0,522;0,437;0,474;0,396;0,356
Q03880;V-type ATPase assembly factor PKR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PKR1 PE=1 SV=1;9;2;2;2;14;1,817;1,132;1,149;1,083;1,026;1,095
P39945;Protein AST2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AST2 PE=1 SV=1;7;2;2;2;48,3;0,673;0,812;0,763;1,435;1,13;1,144
P43557;Protein FMP32, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FMP32 PE=1 SV=1;9;2;2;2;24;0,784;0,757;0,725;0,696;0,618;0,61
P38355;Uncharacterized transporter YBR287W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YBR287W PE=1 SV=1;8;2;2;2;47,5;0,333;0,371;0,245;0,439;0,351;0,189
P32571;Ubiquitin carboxyl-terminal hydrolase 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DOA4 PE=1 SV=2;2;2;2;2;105,1;0,74;0,85;0,591;0,625;0,644;0,576
P40364;Mitochondrial peculiar membrane protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MPM1 PE=1 SV=1;10;2;2;2;28,5;1,802;1,856;1,544;1,382;1,381;1,357
P38282;Pre-mRNA-splicing factor SPP381 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SPP381 PE=1 SV=1;6;2;2;2;33,8;1,646;1,648;1,089;1,444;1,759;1,264
P35200;Protein UPS2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UPS2 PE=1 SV=1;7;2;2;2;26,5;1,533;1,517;1,817;1,032;1,054;1,522
Q12455;Spermine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SPE4 PE=1 SV=1;8;2;2;2;34,1;1,062;0,989;0,878;1,077;0,896;1,513
Q08562;ATP-dependent helicase ULS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ULS1 PE=1 SV=1;1;2;2;2;184,3;1,181;1,195;0,682;1,041;0,97;0,747
P39996;Glutathione transferase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GTT3 PE=1 SV=1;8;2;2;2;38,2;0,65;0,645;0,259;0,7;0,611;0,159
P47158;Putative transferase CAF17, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IBA57 PE=1 SV=1;6;2;2;2;57;1,119;0,873;1,01;0,973;0,826;1,104
P23796;tRNA A64-2'-O-ribosylphosphate transferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RIT1 PE=1 SV=3;3;2;2;2;58,8;0,53;0,546;0,472;0,506;0,471;0,409
P39520;Protein IFH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IFH1 PE=1 SV=1;1;2;2;2;122,4;1,062;1,099;0,818;1,055;0,917;0,521
P34219;Transcriptional regulatory protein TOD6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TOD6 PE=1 SV=1;4;2;2;2;59,2;1,862;1,967;2,144;1,423;1,505;1,586
Q06104;Uncharacterized membrane protein YPR109W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPR109W PE=1 SV=1;5;1;2;1;32,7;0,511;0,503;0,397;0,488;0,39;0,252
P53094;Negative regulator of sporulation MDS3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MDS3 PE=1 SV=2;2;2;2;2;166,9;0,778;0,805;0,739;0,799;0,729;0,555
P38862;Ubiquitin-like modifier-activating enzyme ATG7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ATG7 PE=1 SV=1;2;1;2;1;71,4;0,462;0,388;0,422;0,418;0,354;0,261
P38111;Serine/threonine-protein kinase MEC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MEC1 PE=1 SV=1;1;2;2;2;273,2;1,318;1,19;0,737;1,143;1,16;0,587
Q12339;rRNA-processing protein UTP23 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UTP23 PE=1 SV=1;7;2;2;2;28,8;1,074;0,844;0,752;1,366;1,149;1,422
P53253;Protein NNF2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NNF2 PE=1 SV=1;2;2;2;2;106,4;0,896;0,941;0,775;0,973;0,856;0,405
P39542;Uncharacterized transporter YJL193W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YJL193W PE=1 SV=1;6;2;2;2;45,9;1,711;1,843;1,461;1,784;1,536;0,856
P36104;COMPASS component SWD2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SWD2 PE=1 SV=1;3;1;2;1;37,1;0,712;0,716;0,567;0,73;0,611;0,502
Q12334;Protein SCM3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SCM3 PE=1 SV=2;6;1;2;1;25,7;2,166;2,267;2,484;1,915;1,738;1,938
P53538;RNA polymerase II subunit A C-terminal domain phosphatase SSU72 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SSU72 PE=1 SV=1;9;2;2;2;23,5;1,11;1,188;0,988;0,87;1,127;1,446
P47155;Protein ILM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ILM1 PE=1 SV=1;10;1;2;1;23,6;3,076;3,418;2,189;3,569;2,877;1,223
P40578;Protein MGA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MGA2 PE=1 SV=1;2;2;2;2;127;1,386;1,254;1,196;1,111;1,033;0,765
P27636;Cell division control protein 15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC15 PE=1 SV=3;2;2;2;2;110,2;1,071;1,201;1,088;0,99;0,963;0,634
P43132;COMPASS component BRE2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BRE2 PE=1 SV=2;5;2;2;2;58,3;1,125;1,174;1,114;0,997;1,113;1,288
P53846;Uncharacterized ORAOV1 family protein YNL260C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YNL260C PE=1 SV=1;14;2;2;2;23,3;1,444;1,525;0,866;1,212;1,091;0,44
P32613;TRAPP-associated protein TCA17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TCA17 PE=1 SV=1;7;1;2;1;17,3;0,746;0,716;0,395;0,718;0,57;0,209
P40154;Ino eighty subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IES2 PE=1 SV=1;4;1;2;1;36,1;0,991;1,009;0,741;0,927;0,806;0,616
P38352;SCF-associated factor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SAF1 PE=1 SV=2;3;2;2;1;70,5;1,003;0,956;1,052;1,059;1,279;1,416
Q06407;Rho-type GTPase-activating protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RGA2 PE=1 SV=1;1;2;2;2;113,2;0,396;0,411;0,314;0,387;0,35;0,279
Q12057;[PSI+] induction protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PIN2 PE=1 SV=1;13;2;2;2;32,1;1,345;1,294;1,371;1,006;0,898;0,856
Q05568;Peroxisome biogenesis factor 10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEX10 PE=1 SV=1;6;2;2;2;39,1;0,578;0,612;0,609;0,656;0,714;0,704
P39928;Osmosensing histidine protein kinase SLN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SLN1 PE=1 SV=1;2;2;2;2;134,4;0,681;0,698;0,698;0,596;0,498;0,395
P25351;Uncharacterized membrane protein YCR023C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YCR023C PE=1 SV=2;3;2;2;2;69,2;1,654;1,928;1,375;1,572;1,383;0,832
Q06525;Pre-mRNA-splicing factor URN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=URN1 PE=1 SV=1;5;2;2;2;54,1;0,903;0,961;0,829;0,797;0,796;0,702
P40492;Protein FYV10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FYV10 PE=1 SV=1;4;2;2;2;59,9;0,375;0,404;0,221;0,386;0,357;0,223
P36137;Protein UIP5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UIP5 PE=1 SV=1;2;1;2;1;50,9;1,316;1,433;1,719;1,274;1,21;0,836
Q12012;Uncharacterized protein YOR289W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YOR289W PE=1 SV=1;4;2;2;2;29,1;0,323;0,297;0,395;0,303;0,339;0,382
P38880;Mitochondrial distribution and morphology protein 31 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MDM31 PE=1 SV=1;5;2;2;2;66,7;0,435;0,445;0,475;0,472;0,492;0,462
P46973;Protein HIT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HIT1 PE=1 SV=1;11;2;2;2;18,4;0,797;0,787;0,808;0,669;0,601;0,505
P51862;RHO1 GDP-GTP exchange protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ROM2 PE=1 SV=1;1;2;2;2;152,5;0,484;0,486;0,342;0,531;0,424;0,249
P40041;Transcription factor VHR2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VHR2 PE=1 SV=1;3;1;2;1;56,6;4,144;4,132;4,037;0,359;0,309;0,302
P40056;Golgi to ER traffic protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GET2 PE=1 SV=2;3;2;2;2;31,5;0,584;0,609;0,473;0,603;0,508;0,295
Q12416;G1-specific transcriptional repressor WHI5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=WHI5 PE=1 SV=1;9;2;2;2;32,9;0,872;0,943;0,815;1,037;1,005;0,89
P35735;Protein SFK1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SFK1 PE=1 SV=1;7;2;2;2;40,4;0,551;0,556;0,452;0,838;0,705;0,589
Q08919;Uncharacterized protein TRE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRE1 PE=1 SV=1;2;2;2;2;88,7;0,951;0,988;0,597;0,774;0,652;0,467
P38278;25S rRNA (adenine(2142)-N(1))-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BMT2 PE=1 SV=2;8;2;2;2;38,5;1,356;1,39;1,715;1,422;1,302;1,35
P36973;Adenine phosphoribosyltransferase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=APT2 PE=1 SV=2;6;1;2;1;20;0,389;0,384;0,323;0,429;0,332;0,225
Q03557;Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HER2 PE=1 SV=1;6;2;2;2;50,9;0,831;0,762;0,681;0,874;0,819;0,883
P47088;GPI mannosyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GPI14 PE=1 SV=2;6;2;2;2;47,1;1,14;1,119;0,912;1,312;0,994;0,484
P39677;Ribosome-releasing factor 2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MEF2 PE=1 SV=1;4;2;2;2;91,2;1,871;1,631;1,221;1,181;1,741;2,117
P47081;Cytochrome c oxidase assembly protein COX16, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COX16 PE=1 SV=1;10;2;2;2;14,1;1,731;1,853;2,374;1,624;1,561;1,321
P53230;Phosphatidate cytidylyltransferase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TAM41 PE=1 SV=1;4;2;2;2;44,2;1,196;1,328;1,311;1,138;1,395;1,646
P40043;Respiratory growth induced protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RGI1 PE=1 SV=1;6;1;2;1;19;1,712;1,77;2,196;1,558;1,795;2,719
P32806;GTPase-activating protein GYP6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GYP6 PE=1 SV=2;5;2;2;2;53,8;0,713;0,692;0,317;0,752;0,572;0,216
Q06217;Small nuclear ribonucleoprotein Sm D2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SMD2 PE=1 SV=2;18;2;2;2;12,8;1,196;1,235;1,284;1,15;0,99;0,794
P22035;Myb-like DNA-binding protein BAS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BAS1 PE=1 SV=1;2;2;2;2;89,6;0,846;0,954;0,843;0,78;0,748;0,66
P32605;U1 small nuclear ribonucleoprotein A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MUD1 PE=1 SV=1;7;2;2;2;34,4;1,206;1,185;1,711;1,121;1,125;1,258
P46969;Ribulose-phosphate 3-epimerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPE1 PE=1 SV=1;8;2;2;2;26;1,65;1,629;1,389;1,685;1,857;2,47
P53209;Uncharacterized membrane protein YGR016W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YGR016W PE=1 SV=1;5;1;2;1;22,2;0,319;0,335;0,243;0,356;0,283;0,118
P13090;Aminotriazole resistance protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ATR1 PE=1 SV=2;2;1;2;1;59,9;0,85;0,867;0,608;1,417;1,194;0,587
P36084;Splicing factor MUD2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MUD2 PE=1 SV=3;4;2;2;2;60,4;0,818;0,694;0,697;0,721;0,66;0,547
Q06109;Required for respiratory growth protein 8, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RRG8 PE=1 SV=1;5;2;2;2;31,1;0,878;0,896;0,931;0,853;0,832;0,925
P38799;Uncharacterized protein YHR078W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YHR078W PE=4 SV=1;3;2;2;2;63,3;0,806;0,779;0,888;0,862;0,914;0,971
P38331;HD domain-containing protein YBR242W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YBR242W PE=1 SV=1;11;2;2;2;27,6;2,888;3,521;3,309;2,731;2,992;3,285
P28320;Protein CWC16 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YJU2 PE=1 SV=1;10;2;2;2;32,3;0,749;0,842;1,66;0,712;0,83;1,213
P07249;Arginine metabolism regulation protein I OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARG80 PE=1 SV=2;6;1;2;1;19,5;1,533;1,612;1,905;1,597;1,647;1,392
P46676;Suppressor of mar1-1 protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SUM1 PE=1 SV=2;2;2;2;2;118,1;0,547;0,632;0,462;0,545;0,475;0,367
P40573;Transcriptional activator of sulfur metabolism MET28 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MET28 PE=1 SV=1;4;2;2;2;21,6;0,547;0,525;0,612;0,953;1,004;1,028
P53164;NADH pyrophosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NPY1 PE=1 SV=1;6;2;2;2;43,5;1,292;1,31;1,157;1,246;1,269;1,364
P43579;Ino eighty subunit 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IES1 PE=1 SV=1;4;2;2;2;78,7;0,559;0,565;0,361;0,513;0,473;0,261
Q04033;Probable aminopeptidase YDR415C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YDR415C PE=3 SV=1;6;2;2;2;42,5;0,471;0,496;0,42;0,3;0,231;0,217
Q06891;Trans-acting factor D OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RAF1 PE=2 SV=1;10;2;2;2;21,3;0,917;0,897;0,682;0,744;0,582;0,401
Q12142;Autophagy-related protein 9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ATG9 PE=1 SV=1;3;2;2;2;115,3;1,032;1,047;1,051;1,572;1,296;0,971
Q08967;Flavin carrier protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FLC1 PE=1 SV=1;2;2;2;1;89,2;0,326;0,28;0,209;0,27;0,196;0,117
Q12283;Malonyl CoA-acyl carrier protein transacylase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MCT1 PE=1 SV=2;5;2;2;2;40,7;1,765;1,89;1,458;2,255;2,504;2,575
P38274;Protein arginine N-methyltransferase HSL7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HSL7 PE=1 SV=1;2;2;2;2;95,1;0,964;0,991;0,904;0,965;0,887;0,828
Q03656;Serine/threonine-protein kinase SKY1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SKY1 PE=1 SV=1;5;2;2;2;83,2;0,9;0,921;0,648;0,879;0,749;0,508
P25559;Sister chromatid cohesion protein DCC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DCC1 PE=1 SV=2;7;2;2;2;44;0,315;0,464;0,426;0,337;0,377;0,562
Q04431;Spindle pole body component KRE28 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=KRE28 PE=1 SV=1;6;2;2;2;44,6;2,136;1,878;1,685;2,027;1,876;1,727
P38314;Protein SDS24 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SDS24 PE=1 SV=1;3;2;2;2;57,2;0,673;0,634;0,416;0,562;0,5;0,307
P46948;Exosome complex component SKI6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SKI6 PE=1 SV=1;7;2;2;2;27,5;2,516;2,657;2,379;2,135;2,274;2,312
P53093;Protein YIP4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YIP4 PE=1 SV=2;9;2;2;2;26;1,816;1,868;1,275;1,859;1,717;1,149
P39016;Suppressor protein MPT5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MPT5 PE=1 SV=2;2;2;2;2;95,4;0,531;0,527;0,317;0,482;0,367;0,243
P12954;ATP-dependent DNA helicase SRS2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SRS2 PE=1 SV=2;2;2;2;2;134,2;0,981;1,022;0,834;0,872;0,702;0,59
P22803;Thioredoxin-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRX2 PE=1 SV=3;10;1;2;1;11,2;1,125;0,964;2,368;1,016;1,445;2,824
P06700;NAD-dependent histone deacetylase SIR2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SIR2 PE=1 SV=1;3;2;2;1;63,2;0,838;0,917;0,894;0,881;0,939;0,857
Q05530;Glutaredoxin-like protein YDR286C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YDR286C PE=3 SV=1;8;1;2;1;13,4;1,396;1,498;1,292;1,492;1,75;3,314
Q12094;Ribosome biogenesis protein TSR3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TSR3 PE=1 SV=1;7;2;2;2;35,7;1,072;1,048;0,729;0,986;0,793;0,498
P34072;Negative regulator of RAS-cAMP pathway OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MKS1 PE=1 SV=2;3;2;2;2;65,6;0,912;0,891;0,886;0,77;0,826;0,888
Q05635;Ribonuclease H2 subunit B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RNH202 PE=1 SV=1;6;2;2;2;39,5;1,069;1,054;0,812;0,98;0,721;0,545
P41910;Repressor of RNA polymerase III transcription MAF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MAF1 PE=1 SV=1;4;1;2;1;44,7;0,702;0,688;0,448;0,697;0,58;0,382
Q06604;Protein BSP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BSP1 PE=1 SV=1;5;2;2;2;64,6;0,953;0,813;0,806;0,917;0,764;0,665
Q03790;Nucleoporin NUP53 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NUP53 PE=1 SV=1;3;2;2;2;52,6;0,825;0,756;0,976;0,706;0,822;0,984
P12685;High-affinity potassium transport protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRK1 PE=1 SV=1;1;1;2;1;141;1,435;1,571;1,42;1,203;1,121;1,251
P41818;Protein GLC8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GLC8 PE=1 SV=1;9;1;2;1;26,6;2,597;1,785;0,451;1,571;1,371;0,086
P28519;DNA repair protein RAD14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RAD14 PE=1 SV=2;6;2;2;2;43;0,772;0,822;0,676;0,75;0,841;0,812
P43124;Non-structural maintenance of chromosome element 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NSE4 PE=1 SV=1;7;2;2;2;46,1;1,62;1,416;1,233;1,349;1,295;1,198
P26448;Mitotic check point protein BUB2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BUB2 PE=1 SV=1;8;2;2;2;35;1,468;1,047;0,907;1,124;0,933;0,775
P38920;DNA mismatch repair protein MLH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MLH1 PE=1 SV=2;4;2;2;2;87;1,155;1,068;0,868;1,018;0,83;0,748
P47005;F-box protein DAS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DAS1 PE=1 SV=1;4;2;2;2;77,3;0,639;0,628;0,242;0,633;0,485;0,246
P32336;Protein NUD1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NUD1 PE=1 SV=2;3;2;2;2;94;0,845;0,974;0,978;0,823;0,986;1,077
Q2V2Q1;Antisense of depressing factor protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADF1 PE=3 SV=4;14;2;2;2;12,7;1,081;1,083;1,881;0,981;1,121;1,888
